X,Y
1.173,0.0
1.1829905360126187,0.004731987381343429
1.1979514813275023,0.010781854443589504
1.204898178933992,0.015664558772895052
1.2018263151829698,0.02043301577655547
1.2007093697223716,0.026419868676912005
1.1955957747721242,0.03109249663574914
1.2124172001747955,0.03759697754221972
1.2112577257784682,0.04241133978045547
1.214076109612013,0.047372988815986936
1.2378008414829698,0.05449841120668153
1.2755291784302765,0.06127246504739015
1.2952468510963018,0.06741360934644068
1.3008838495408241,0.07423078878636753
1.4902231347198662,0.09101653006842139
1.5227774598424055,0.09912016846187825
1.5262530303875177,0.10701255642642514
1.502875716563425,0.11141624910205844
1.4923310405059396,0.11814002515007507
1.4768981808784523,0.12286481725017341
1.4983117012526814,0.13068299770549882
1.3413035156212703,0.12374925851099361
1.3587149091748258,0.13083881528829525
1.3532056647781152,0.1357734466396863
1.3336145266457349,0.14054641339953142
1.3489467196574891,0.1476202815513478
1.336421981057541,0.15166175703267132
1.3505426613094167,0.16010783860660516
1.345921158431992,0.16502192364981474
1.3450792282722648,0.17174943863223746
1.5337449386185074,0.20207786435458608
1.5349061620358446,0.20848039175038252
1.5269130661598864,0.21517548278141269
1.527029801139247,0.22142490020914884
1.5340444314898354,0.22871091407064054
1.5299167512246086,0.23592103408204027
1.5467394445927425,0.24485320202303806
1.5427864580826116,0.25055726841764175
1.55236318187808,0.2600856619449881
1.5532815926494679,0.26663138212958576
1.5637457437810345,0.2764837224986304
1.5744355686558458,0.28487302461156916
1.58803301679199,0.2938981755277346
1.6219093612571809,0.3085628361717001
7.959993504909781,1.5473798505196097
7.958644589212558,1.5801810980383466
7.957503305722228,1.6213519480420706
7.963682048081655,1.655815278665464
7.963842767456586,1.6891090477614004
7.956274898833416,1.7291193522117856
7.960034441275578,1.7633095853271488
7.943316522902022,1.8013182997437478
7.944816835975132,1.8351025701050325
7.951041017848793,1.8700723869642097
7.950341836177259,1.911908389000267
7.961086041887234,1.948210726196795
7.945466495990423,1.9781067112503552
5.040597733438145,1.2817080360433997
4.978308805037642,1.2870918544084913
4.934434350136371,1.296827530627822
4.952035406314416,1.3279587096775294
4.945719139301049,1.3474933005960712
4.938919879510364,1.3722049496257234
4.954564917390169,1.397923631450069
4.9431656134287385,1.4160782881661904
4.9431656134287385,1.4160782881661904
7.320543844726699,2.1686084979622393
7.949619126195109,2.3895934274334016
7.942352932556043,2.43077475195017
7.939251604176844,2.4645999605565616
7.952222043557141,2.5035442017196132
7.934843304287765,2.5417485588467716
7.826648969349187,2.5416543648941126
7.835682556296864,2.5879688709381816
7.499057140839793,2.5101007944741403
7.692563968062272,2.6091356034652606
