X,Y
1.196,0.0
1.1869905040126614,0.004747987338676796
1.2039512383291424,0.010835853714592458
1.1888995309149515,0.015456564631512213
1.1918277601481697,0.020263023964770484
1.2027088857418926,0.026463865127664566
1.2095910430386876,0.031456455626468614
1.2074196024824013,0.03744200236686019
1.2132565009035152,0.04248132548966414
1.218073067997567,0.0475289492729943
1.2348037450144878,0.05436645379455881
1.2425671871317652,0.059689073233322905
1.2902536095731858,0.06715372650393321
1.285908210444038,0.07337625169366185
1.4782454537978043,0.09028498394596923
1.511800689162021,0.09840567183469563
1.5013142553811856,0.1052639852429868
1.5088592960587006,0.11185984398899432
1.4793715859123675,0.11711409306794347
1.4788912958324043,0.12303062672014665
1.4763949077503151,0.1287714113028918
1.3383162026688844,0.12347364769025644
1.353737931485541,0.1303595522286312
1.345245631455891,0.13497477930651167
1.3266530787064956,0.13981276321772923
1.331053542830787,0.1456621643310646
1.3513263154187778,0.15335315209251524
1.3465704770114477,0.15963693319893868
1.3548542634658325,0.16611720190412765
1.3510309062734696,0.1725093919005217
1.5515907103671391,0.2044291258661456
1.5289607540486174,0.20767284988433843
1.5457271700879265,0.21782680195965315
1.5379159500780233,0.22300343157810584
1.5478913831602787,0.23077535816927947
1.552648072463734,0.23942632076413775
1.5299485310818377,0.24219515321435883
1.5516700653268494,0.25200001660430765
1.5454594066092449,0.25892899127560126
1.5572239317171062,0.26730811152585376
1.5775319153257035,0.2789212364249407
1.5764036131166657,0.28522911589233363
1.5801665993713485,0.29244233317217927
1.6179798413025905,0.30781525813130833
7.975699497766922,1.5504330109103255
7.958644589212558,1.5801810980383466
7.962402642814778,1.622350194531445
7.977388901864927,1.6586652189041309
7.961886289685438,1.6886940842316713
7.954320520327195,1.7286946115209945
7.950271121710663,1.7611468113969058
7.962821290300186,1.805741426323843
7.953585949480623,1.837128069630535
7.960775397155661,1.8723618977220018
7.9561755222500326,1.9133112812998883
7.939716606440489,1.942981268415398
7.960022186933247,1.981730502245562
5.059980920261595,1.2866367345092464
4.981213302590172,1.2878427831450188
4.94507307570507,1.2996235131517158
4.944308415237663,1.3258866071463375
4.94764879951927,1.348019049055141
4.958189953172129,1.3775588511069004
4.945903090611515,1.3954797090174642
4.9431656134287385,1.4160782881661904
4.9431656134287385,1.4160782881661904
7.320543844726699,2.1686084979622393
7.934296405315802,2.3849875371986187
7.940440495057235,2.4301894462068643
7.931611280246444,2.4622281573947125
7.93982203317376,2.499640390441893
7.9405573057070775,2.5435789106654316
7.8123823835501565,2.537021382092629
7.841379853356701,2.5898505739466193
7.494315703598493,2.5085137302388882
7.683093865922592,2.6059235689909714
5.74136783762242,1.9793999982608017
7.570586086797525,2.6439718800296923
7.569377209527092,2.6775678627985986
7.563423412598546,2.7180866950404985
7.575983466027443,2.75686751993613
7.563018737979758,2.786457889322406
7.541499173047953,2.8214347809079396
5.065926417861622,1.9184052045414484
5.070272227779413,1.9490930034784875
5.068027106016492,1.9715337310535919
5.061030955581077,1.9921562856990127
5.054721611442945,2.018920115014865
5.054950076554175,2.042494485560472
5.0726583732699995,2.0732913514732485
5.063152315942817,2.0990115829987404
5.063938037860802,2.123113880296224
5.060008449111836,2.145304289586176
5.065755464924403,2.1776862881481684
5.056087096187944,2.197533225178123
5.049611856489378,2.2248020358678877
5.043412763968579,2.2462031725199796
5.053536720579373,2.274979255675943
5.058475060729205,2.307689333506714
5.0619176829337125,2.333766348888208
5.057074388036844,2.3561068808230625
5.0596998937632724,2.388192200190748
5.054619726218339,2.4105641296850897
5.046738821743551,2.43163139992609
5.047099431877038,2.462974487230119
5.052455139675939,2.4906597643118946
5.064096086005557,2.5279499266605745
5.0485862629512654,2.545484776135928
5.052621801661507,2.5729191455183407
5.058359635606112,2.6077727655742557
5.05587105984192,2.6321413005864525
5.04972777937644,2.6546702910519575
5.0257977252419614,2.674248721595043
5.044130813967447,2.70994840017003
5.043798898926915,2.7358246777130373
5.038823004742617,2.7658211668285047
5.042589172948229,2.7941938788969702
5.033788764897348,2.8223060908401196
5.039865154828097,2.8522693107681056
5.046650417284012,2.8828221529825786
5.029575809413379,2.9065182224379313
5.029139144315462,2.9331627072349646
5.044943708638626,2.9694879990778795
5.042921977252598,3.002348902333429
5.037729823279094,3.02661646523711
5.040120251860448,3.0555562254336235
5.034157302761381,3.0864680868355427
5.032826740592531,3.1134191814108103
5.0341525168150065,3.1491510661518176
5.035891854591683,3.1783357640213437
5.126047220156785,3.2639805294644293
5.678057648968665,3.6554986438225403
5.61978057048223,3.649858536934057
5.577532949634467,3.654223610528213
5.504167191026222,3.6456203221441625
5.472910782854212,3.6564971711896734
5.415948389119629,3.6498580857880603
5.347217217361072,3.642549660657671
5.316944390970716,3.653149783861189
5.253437295384275,3.648316403968487
5.201943677911858,3.6434850036514277
4.940662580303078,3.4900221013043655
4.888154010715179,3.4896971741870546
4.848186624103521,3.4905246679924375
4.799389997440019,3.484625755009093
4.7569129993536485,3.4902404955218027
4.713974204992168,3.487827861960572
4.66952828886764,3.4839319108537192
4.630490882348708,3.490981980544369
4.584646595844013,3.485268510633852
4.542890897678597,3.482286359820075
4.489054924559572,3.476790169723713
4.464077797972563,3.486101750329216
